action_pack_gate_reason,city,confidence,decision,delivery_status,domain,index,next_product,order_intent_id,priority,product_code,province,quality_review_status,score,score_request_id,source_deep_order_intent_id,source_url,stage,status,target_name
,Cremona,0.88,watchlist,,studiodentisticocremona.it,59,,,medium,,CR,not_applicable,51,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-059,,https://studiodentisticocremona.it/,score,,Studio Dentistico Cremona
,Cremona,0.86,buy_deep_analysis,,studioodontoiatricocremona.it,60,deep_analysis,,high,,CR,not_applicable,77,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-060,,https://studioodontoiatricocremona.it/,score,,Studio Odontoiatrico Cremona
,Cremona,0.86,buy_deep_analysis,deep_analysis_ready,studioodontoiatricocremona.it,60,deep_analysis,ord_9b0672c2,high,deep_analysis,CR,not_applicable,77,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-060,,https://studioodontoiatricocremona.it/,purchase,,Studio Odontoiatrico Cremona
score below natural action threshold 80,Cremona,0.86,buy_deep_analysis,,studioodontoiatricocremona.it,60,deep_analysis,,high,action_pack,CR,not_applicable,77,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-060,ord_9b0672c2,https://studioodontoiatricocremona.it/,action_pack_not_bought,,Studio Odontoiatrico Cremona
,Cremona,0.7,watchlist,,centrodentisticocremona.it,61,,,medium,,CR,not_applicable,50,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-061,,https://centrodentisticocremona.it/,score,,Centro Dentistico Cremona
,Crema,0.71,nurture,,studiodentisticocrema.it,62,nurture_signal,,medium,,CR,not_applicable,72,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-062,,https://studiodentisticocrema.it/,score,,Studio Dentistico Crema
,Crema,0.71,nurture,nurture_signal_ready,studiodentisticocrema.it,62,nurture_signal,ord_8c27009,medium,nurture_signal,CR,not_applicable,72,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-062,,https://studiodentisticocrema.it/,purchase,,Studio Dentistico Crema
,Lodi,0.52,watchlist,,studiodentisticolodi.it,63,,,medium,,LO,not_applicable,58,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-063,,https://studiodentisticolodi.it/,score,,Studio Dentistico Lodi
,Lodi,0.52,nurture,,studioodontoiatricolodi.it,64,nurture_signal,,high,,LO,not_applicable,76,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-064,,https://studioodontoiatricolodi.it/,score,,Studio Odontoiatrico Lodi
,Lodi,0.52,nurture,nurture_signal_ready,studioodontoiatricolodi.it,64,nurture_signal,ord_78c7b7e3,high,nurture_signal,LO,not_applicable,76,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-064,,https://studioodontoiatricolodi.it/,purchase,,Studio Odontoiatrico Lodi
,Lodi,0.52,watchlist,,centrodentisticolodi.it,65,,,medium,,LO,not_applicable,53,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-065,,https://centrodentisticolodi.it/,score,,Centro Dentistico Lodi
,Codogno,0.53,nurture,,studiodentisticocodogno.it,66,nurture_signal,,high,,LO,not_applicable,81,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-066,,https://studiodentisticocodogno.it/,score,,Studio Dentistico Codogno
,Codogno,0.53,nurture,nurture_signal_ready,studiodentisticocodogno.it,66,nurture_signal,ord_e02af4ee,high,nurture_signal,LO,not_applicable,81,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-066,,https://studiodentisticocodogno.it/,purchase,,Studio Dentistico Codogno
,Sondrio,0.65,nurture,,studiodentisticosondrio.it,67,nurture_signal,,medium,,SO,not_applicable,72,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-067,,https://studiodentisticosondrio.it/,score,,Studio Dentistico Sondrio
,Sondrio,0.65,nurture,nurture_signal_ready,studiodentisticosondrio.it,67,nurture_signal,ord_74dd0a54,medium,nurture_signal,SO,not_applicable,72,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-067,,https://studiodentisticosondrio.it/,purchase,,Studio Dentistico Sondrio
,Sondrio,0.52,watchlist,,studioodontoiatricosondrio.it,68,,,medium,,SO,not_applicable,62,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-068,,https://studioodontoiatricosondrio.it/,score,,Studio Odontoiatrico Sondrio
,Sondrio,0.77,watchlist,,centrodentisticosondrio.it,69,,,medium,,SO,not_applicable,57,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-069,,https://centrodentisticosondrio.it/,score,,Centro Dentistico Sondrio
,Morbegno,0.56,nurture,,studiodentisticomorbegno.it,70,nurture_signal,,high,,SO,not_applicable,79,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-070,,https://studiodentisticomorbegno.it/,score,,Studio Dentistico Morbegno
,Morbegno,0.56,nurture,nurture_signal_ready,studiodentisticomorbegno.it,70,nurture_signal,ord_727ad239,high,nurture_signal,SO,not_applicable,79,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-070,,https://studiodentisticomorbegno.it/,purchase,,Studio Dentistico Morbegno
,Rho,0.86,watchlist,,studiodentisticorho.it,71,,,medium,,MI,not_applicable,61,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-071,,https://studiodentisticorho.it/,score,,Studio Dentistico Rho
,Legnano,0.88,nurture,,studiodentisticolegnano.it,72,nurture_signal,,medium,,MI,not_applicable,72,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-072,,https://studiodentisticolegnano.it/,score,,Studio Dentistico Legnano
,Legnano,0.88,nurture,nurture_signal_ready,studiodentisticolegnano.it,72,nurture_signal,ord_fcd8e77a,medium,nurture_signal,MI,not_applicable,72,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-072,,https://studiodentisticolegnano.it/,purchase,,Studio Dentistico Legnano
,Sesto San Giovanni,0.52,watchlist,,studiodentisticosesto.it,73,,,medium,,MI,not_applicable,50,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-073,,https://studiodentisticosesto.it/,score,,Studio Dentistico Sesto
,Cinisello Balsamo,0.88,buy_deep_analysis,,studiodentisticocinisello.it,74,deep_analysis,,high,,MI,not_applicable,80,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-074,,https://studiodentisticocinisello.it/,score,,Studio Dentistico Cinisello
,Cinisello Balsamo,0.88,buy_deep_analysis,deep_analysis_ready,studiodentisticocinisello.it,74,deep_analysis,ord_5152a65c,high,deep_analysis,MI,not_applicable,80,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-074,,https://studiodentisticocinisello.it/,purchase,,Studio Dentistico Cinisello
"score, confidence, quality and deep analysis gates passed",Cinisello Balsamo,0.88,buy_deep_analysis,action_pack_ready,studiodentisticocinisello.it,74,deep_analysis,ord_7cf3c646,high,action_pack,MI,not_applicable,80,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-074,ord_5152a65c,https://studiodentisticocinisello.it/,purchase,,Studio Dentistico Cinisello
,San Donato Milanese,0.69,watchlist,,studiodentisticosandonato.it,75,,,medium,,MI,not_applicable,53,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-075,,https://studiodentisticosandonato.it/,score,,Studio Dentistico San Donato
,Treviglio,0.52,nurture,,studiodentisticotreviglio.it,76,nurture_signal,,high,,BG,not_applicable,77,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-076,,https://studiodentisticotreviglio.it/,score,,Studio Dentistico Treviglio
,Treviglio,0.52,nurture,nurture_signal_ready,studiodentisticotreviglio.it,76,nurture_signal,ord_3deb1cd9,high,nurture_signal,BG,not_applicable,77,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-076,,https://studiodentisticotreviglio.it/,purchase,,Studio Dentistico Treviglio
,Seriate,0.7,nurture,,studiodentisticoseriate.it,77,nurture_signal,,medium,,BG,not_applicable,65,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-077,,https://studiodentisticoseriate.it/,score,,Studio Dentistico Seriate
,Seriate,0.7,nurture,nurture_signal_ready,studiodentisticoseriate.it,77,nurture_signal,ord_e5e92b18,medium,nurture_signal,BG,not_applicable,65,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-077,,https://studiodentisticoseriate.it/,purchase,,Studio Dentistico Seriate
,Dalmine,0.88,nurture,,studiodentisticodalmine.it,78,nurture_signal,,medium,,BG,not_applicable,68,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-078,,https://studiodentisticodalmine.it/,score,,Studio Dentistico Dalmine
,Dalmine,0.88,nurture,nurture_signal_ready,studiodentisticodalmine.it,78,nurture_signal,ord_a5342b9c,medium,nurture_signal,BG,not_applicable,68,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-078,,https://studiodentisticodalmine.it/,purchase,,Studio Dentistico Dalmine
,Romano di Lombardia,0.87,watchlist,,studiodentisticoromano.it,79,,,medium,,BG,not_applicable,50,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-079,,https://studiodentisticoromano.it/,score,,Studio Dentistico Romano
,Chiari,0.53,watchlist,,studiodentisticochiari.it,80,,,medium,,BS,not_applicable,56,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-080,,https://studiodentisticochiari.it/,score,,Studio Dentistico Chiari
,Desenzano del Garda,0.52,nurture,,studiodentisticodesenzano.it,81,nurture_signal,,medium,,BS,not_applicable,67,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-081,,https://studiodentisticodesenzano.it/,score,,Studio Dentistico Desenzano
,Desenzano del Garda,0.52,nurture,nurture_signal_ready,studiodentisticodesenzano.it,81,nurture_signal,ord_57a6b011,medium,nurture_signal,BS,not_applicable,67,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-081,,https://studiodentisticodesenzano.it/,purchase,,Studio Dentistico Desenzano
,Salo,0.52,watchlist,,studiodentisticosalo.it,82,,,medium,,BS,not_applicable,57,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-082,,https://studiodentisticosalo.it/,score,,Studio Dentistico Salo
,Gardone Val Trompia,0.52,nurture,,studiodentisticogardone.it,83,nurture_signal,,medium,,BS,not_applicable,68,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-083,,https://studiodentisticogardone.it/,score,,Studio Dentistico Gardone
,Gardone Val Trompia,0.52,nurture,nurture_signal_ready,studiodentisticogardone.it,83,nurture_signal,ord_36c8f1a,medium,nurture_signal,BS,not_applicable,68,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-083,,https://studiodentisticogardone.it/,purchase,,Studio Dentistico Gardone
,Vigevano,0.88,buy_deep_analysis,,studiodentisticovigevano.it,84,deep_analysis,,high,,PV,not_applicable,79,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-084,,https://studiodentisticovigevano.it/,score,,Studio Dentistico Vigevano
,Vigevano,0.88,buy_deep_analysis,deep_analysis_ready,studiodentisticovigevano.it,84,deep_analysis,ord_6dd3ee82,high,deep_analysis,PV,not_applicable,79,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-084,,https://studiodentisticovigevano.it/,purchase,,Studio Dentistico Vigevano
score below natural action threshold 80,Vigevano,0.88,buy_deep_analysis,,studiodentisticovigevano.it,84,deep_analysis,,high,action_pack,PV,not_applicable,79,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-084,ord_6dd3ee82,https://studiodentisticovigevano.it/,action_pack_not_bought,,Studio Dentistico Vigevano
,Voghera,0.88,nurture,,studiodentisticovoghera.it,85,nurture_signal,,medium,,PV,not_applicable,72,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-085,,https://studiodentisticovoghera.it/,score,,Studio Dentistico Voghera
,Voghera,0.88,nurture,nurture_signal_ready,studiodentisticovoghera.it,85,nurture_signal,ord_6ac55c4,medium,nurture_signal,PV,not_applicable,72,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-085,,https://studiodentisticovoghera.it/,purchase,,Studio Dentistico Voghera
,Mortara,0.63,watchlist,,studiodentisticomortara.it,86,,,medium,,PV,not_applicable,50,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-086,,https://studiodentisticomortara.it/,score,,Studio Dentistico Mortara
,Gallarate,0.54,watchlist,,studiodentisticogallarate.it,87,,,medium,,VA,not_applicable,63,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-087,,https://studiodentisticogallarate.it/,score,,Studio Dentistico Gallarate
,Busto Arsizio,0.61,watchlist,,studiodentisticobustoarsizio.it,88,,,medium,,VA,not_applicable,50,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-088,,https://studiodentisticobustoarsizio.it/,score,,Studio Dentistico Busto Arsizio
,Saronno,0.52,nurture,,studiodentisticosaronno.it,89,nurture_signal,,medium,,VA,not_applicable,74,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-089,,https://studiodentisticosaronno.it/,score,,Studio Dentistico Saronno
,Saronno,0.52,nurture,nurture_signal_ready,studiodentisticosaronno.it,89,nurture_signal,ord_3c61df76,medium,nurture_signal,VA,not_applicable,74,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-089,,https://studiodentisticosaronno.it/,purchase,,Studio Dentistico Saronno
,Tradate,0.88,watchlist,,studiodentisticotradate.it,90,,,medium,,VA,not_applicable,63,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-090,,https://studiodentisticotradate.it/,score,,Studio Dentistico Tradate
,Cantu,0.88,watchlist,,studiodentisticocantu.it,91,,,medium,,CO,not_applicable,51,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-091,,https://studiodentisticocantu.it/,score,,Studio Dentistico Cantu
,Erba,0.52,nurture,,studiodentisticoerba.it,92,nurture_signal,,medium,,CO,not_applicable,66,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-092,,https://studiodentisticoerba.it/,score,,Studio Dentistico Erba
,Erba,0.52,nurture,nurture_signal_ready,studiodentisticoerba.it,92,nurture_signal,ord_7e8c82e6,medium,nurture_signal,CO,not_applicable,66,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-092,,https://studiodentisticoerba.it/,purchase,,Studio Dentistico Erba
,Mariano Comense,0.52,watchlist,,studiodentisticomariano.it,93,,,medium,,CO,not_applicable,55,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-093,,https://studiodentisticomariano.it/,score,,Studio Dentistico Mariano
,Desio,0.86,watchlist,,studiodentisticodesio.it,94,,,medium,,MB,not_applicable,50,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-094,,https://studiodentisticodesio.it/,score,,Studio Dentistico Desio
,Seregno,0.87,watchlist,,studiodentisticoseregno.it,95,,,medium,,MB,not_applicable,55,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-095,,https://studiodentisticoseregno.it/,score,,Studio Dentistico Seregno
,Vimercate,0.7,nurture,,studiodentisticovimercate.it,96,nurture_signal,,medium,,MB,not_applicable,74,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-096,,https://studiodentisticovimercate.it/,score,,Studio Dentistico Vimercate
,Vimercate,0.7,nurture,nurture_signal_ready,studiodentisticovimercate.it,96,nurture_signal,ord_448a4472,medium,nurture_signal,MB,not_applicable,74,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-096,,https://studiodentisticovimercate.it/,purchase,,Studio Dentistico Vimercate
,Monza,0.83,watchlist,,centroodontoiatricobrianza.it,97,,,medium,,MB,not_applicable,58,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-097,,https://centroodontoiatricobrianza.it/,score,,Centro Odontoiatrico Brianza
,Rozzano,0.88,nurture,,studiodentisticorozzano.it,98,nurture_signal,,medium,,MI,not_applicable,71,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-098,,https://studiodentisticorozzano.it/,score,,Studio Dentistico Rozzano
,Rozzano,0.88,nurture,nurture_signal_ready,studiodentisticorozzano.it,98,nurture_signal,ord_ea1a248b,medium,nurture_signal,MI,not_applicable,71,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-098,,https://studiodentisticorozzano.it/,purchase,,Studio Dentistico Rozzano
,Corsico,0.71,watchlist,,studiodentisticocorsico.it,99,,,medium,,MI,not_applicable,52,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-099,,https://studiodentisticocorsico.it/,score,,Studio Dentistico Corsico
,Melegnano,0.66,watchlist,,studiodentisticomelegnano.it,100,,,medium,,MI,not_applicable,50,target-discovery-100-dentists-lombardy-optimized-20260602-121615-1780395375-score-100,,https://studiodentisticomelegnano.it/,score,,Studio Dentistico Melegnano
