action_pack_gate_reason,city,commercial_strength,confidence,decision,delivery_status,domain,index,next_product,order_intent_id,priority,product_code,province,quality_review_status,score,score_request_id,source_deep_order_intent_id,source_url,spend_policy,stage,status,target_name
,Pavia,weak,0.52,watchlist,,dentistapavia.it,48,,,medium,,PV,not_applicable,63,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-048,,https://dentistapavia.it/,watchlist_only,score,,Dentista Pavia
,Pavia,weak,0.86,watchlist,,studiodentisticosanmarco.com,49,,,medium,,PV,not_applicable,54,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-049,,https://studiodentisticosanmarco.com/,watchlist_only,score,,Studio Dentistico San Marco
,Pavia,medium,0.52,nurture,,studiomascetti.it,50,nurture_signal,,medium,,PV,not_applicable,70,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-050,,https://studiomascetti.it/,buy_low_or_mid_cost_next_step_only,score,,Studio Mascetti
,Pavia,medium,0.52,nurture,nurture_signal_ready,studiomascetti.it,50,nurture_signal,ord_d9329260,medium,nurture_signal,PV,not_applicable,70,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-050,,https://studiomascetti.it/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Mascetti
,Lecco,medium,0.52,nurture,,studiodentisticolecco.it,51,nurture_signal,,medium,,LC,not_applicable,68,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-051,,https://studiodentisticolecco.it/,buy_low_or_mid_cost_next_step_only,score,,Studio Dentistico Lecco
,Lecco,medium,0.52,nurture,nurture_signal_ready,studiodentisticolecco.it,51,nurture_signal,ord_ae223603,medium,nurture_signal,LC,not_applicable,68,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-051,,https://studiodentisticolecco.it/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Dentistico Lecco
,Lecco,weak,0.83,watchlist,,studioodontoiatricolecco.it,52,,,medium,,LC,not_applicable,50,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-052,,https://studioodontoiatricolecco.it/,watchlist_only,score,,Studio Odontoiatrico Lecco
,Lecco,weak,0.52,watchlist,,centrodentisticolecco.it,53,,,medium,,LC,not_applicable,61,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-053,,https://centrodentisticolecco.it/,watchlist_only,score,,Centro Dentistico Lecco
,Merate,medium,0.88,nurture,,studiodentisticomerate.it,54,nurture_signal,,medium,,LC,not_applicable,72,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-054,,https://studiodentisticomerate.it/,buy_low_or_mid_cost_next_step_only,score,,Studio Dentistico Merate
,Merate,medium,0.88,nurture,nurture_signal_ready,studiodentisticomerate.it,54,nurture_signal,ord_45ceac62,medium,nurture_signal,LC,not_applicable,72,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-054,,https://studiodentisticomerate.it/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Dentistico Merate
,Mantova,medium,0.52,nurture,,studiodentisticomantova.it,55,nurture_signal,,medium,,MN,not_applicable,66,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-055,,https://studiodentisticomantova.it/,buy_low_or_mid_cost_next_step_only,score,,Studio Dentistico Mantova
,Mantova,medium,0.52,nurture,nurture_signal_ready,studiodentisticomantova.it,55,nurture_signal,ord_b2c9bba5,medium,nurture_signal,MN,not_applicable,66,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-055,,https://studiodentisticomantova.it/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Dentistico Mantova
,Mantova,medium,0.65,buy_deep_analysis,,studioodontoiatricomantova.it,56,deep_analysis,,high,,MN,not_applicable,80,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-056,,https://studioodontoiatricomantova.it/,buy_low_or_mid_cost_next_step_only,score,,Studio Odontoiatrico Mantova
,Mantova,medium,0.65,buy_deep_analysis,deep_analysis_ready,studioodontoiatricomantova.it,56,deep_analysis,ord_4e86f934,high,deep_analysis,MN,not_applicable,80,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-056,,https://studioodontoiatricomantova.it/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Odontoiatrico Mantova
confidence below natural action threshold 0.70,Mantova,medium,0.65,buy_deep_analysis,,studioodontoiatricomantova.it,56,deep_analysis,,high,action_pack,MN,not_applicable,80,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-056,ord_4e86f934,https://studioodontoiatricomantova.it/,buy_low_or_mid_cost_next_step_only,action_pack_not_bought,,Studio Odontoiatrico Mantova
,Mantova,medium,0.87,nurture,,centrodentisticomantova.it,57,nurture_signal,,medium,,MN,not_applicable,71,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-057,,https://centrodentisticomantova.it/,buy_low_or_mid_cost_next_step_only,score,,Centro Dentistico Mantova
,Mantova,medium,0.87,nurture,nurture_signal_ready,centrodentisticomantova.it,57,nurture_signal,ord_54d6ef68,medium,nurture_signal,MN,not_applicable,71,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-057,,https://centrodentisticomantova.it/,buy_low_or_mid_cost_next_step_only,purchase,,Centro Dentistico Mantova
,Castiglione delle Stiviere,weak,0.79,watchlist,,studiodentisticocastiglione.it,58,,,medium,,MN,not_applicable,58,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-058,,https://studiodentisticocastiglione.it/,watchlist_only,score,,Studio Dentistico Castiglione
,Cremona,weak,0.88,watchlist,,studiodentisticocremona.it,59,,,medium,,CR,not_applicable,51,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-059,,https://studiodentisticocremona.it/,watchlist_only,score,,Studio Dentistico Cremona
,Cremona,medium,0.86,buy_deep_analysis,,studioodontoiatricocremona.it,60,deep_analysis,,high,,CR,not_applicable,77,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-060,,https://studioodontoiatricocremona.it/,buy_low_or_mid_cost_next_step_only,score,,Studio Odontoiatrico Cremona
,Cremona,medium,0.86,buy_deep_analysis,deep_analysis_ready,studioodontoiatricocremona.it,60,deep_analysis,ord_d908113a,high,deep_analysis,CR,not_applicable,77,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-060,,https://studioodontoiatricocremona.it/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Odontoiatrico Cremona
score below natural action threshold 80,Cremona,medium,0.86,buy_deep_analysis,,studioodontoiatricocremona.it,60,deep_analysis,,high,action_pack,CR,not_applicable,77,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-060,ord_d908113a,https://studioodontoiatricocremona.it/,buy_low_or_mid_cost_next_step_only,action_pack_not_bought,,Studio Odontoiatrico Cremona
,Cremona,weak,0.7,watchlist,,centrodentisticocremona.it,61,,,medium,,CR,not_applicable,50,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-061,,https://centrodentisticocremona.it/,watchlist_only,score,,Centro Dentistico Cremona
,Crema,medium,0.71,nurture,,studiodentisticocrema.it,62,nurture_signal,,medium,,CR,not_applicable,72,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-062,,https://studiodentisticocrema.it/,buy_low_or_mid_cost_next_step_only,score,,Studio Dentistico Crema
,Crema,medium,0.71,nurture,nurture_signal_ready,studiodentisticocrema.it,62,nurture_signal,ord_5eb15341,medium,nurture_signal,CR,not_applicable,72,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-062,,https://studiodentisticocrema.it/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Dentistico Crema
,Lodi,weak,0.52,watchlist,,studiodentisticolodi.it,63,,,medium,,LO,not_applicable,58,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-063,,https://studiodentisticolodi.it/,watchlist_only,score,,Studio Dentistico Lodi
,Lodi,medium,0.52,nurture,,studioodontoiatricolodi.it,64,nurture_signal,,high,,LO,not_applicable,76,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-064,,https://studioodontoiatricolodi.it/,buy_low_or_mid_cost_next_step_only,score,,Studio Odontoiatrico Lodi
,Lodi,medium,0.52,nurture,nurture_signal_ready,studioodontoiatricolodi.it,64,nurture_signal,ord_27cfb2eb,high,nurture_signal,LO,not_applicable,76,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-064,,https://studioodontoiatricolodi.it/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Odontoiatrico Lodi
,Lodi,weak,0.52,watchlist,,centrodentisticolodi.it,65,,,medium,,LO,not_applicable,53,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-065,,https://centrodentisticolodi.it/,watchlist_only,score,,Centro Dentistico Lodi
,Codogno,medium,0.53,nurture,,studiodentisticocodogno.it,66,nurture_signal,,high,,LO,not_applicable,81,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-066,,https://studiodentisticocodogno.it/,buy_low_or_mid_cost_next_step_only,score,,Studio Dentistico Codogno
,Codogno,medium,0.53,nurture,nurture_signal_ready,studiodentisticocodogno.it,66,nurture_signal,ord_225b16f6,high,nurture_signal,LO,not_applicable,81,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-066,,https://studiodentisticocodogno.it/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Dentistico Codogno
,Sondrio,medium,0.65,nurture,,studiodentisticosondrio.it,67,nurture_signal,,medium,,SO,not_applicable,72,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-067,,https://studiodentisticosondrio.it/,buy_low_or_mid_cost_next_step_only,score,,Studio Dentistico Sondrio
,Sondrio,medium,0.65,nurture,nurture_signal_ready,studiodentisticosondrio.it,67,nurture_signal,ord_15b720dc,medium,nurture_signal,SO,not_applicable,72,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-067,,https://studiodentisticosondrio.it/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Dentistico Sondrio
,Sondrio,weak,0.52,watchlist,,studioodontoiatricosondrio.it,68,,,medium,,SO,not_applicable,62,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-068,,https://studioodontoiatricosondrio.it/,watchlist_only,score,,Studio Odontoiatrico Sondrio
,Sondrio,weak,0.77,watchlist,,centrodentisticosondrio.it,69,,,medium,,SO,not_applicable,57,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-069,,https://centrodentisticosondrio.it/,watchlist_only,score,,Centro Dentistico Sondrio
,Morbegno,medium,0.56,nurture,,studiodentisticomorbegno.it,70,nurture_signal,,high,,SO,not_applicable,79,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-070,,https://studiodentisticomorbegno.it/,buy_low_or_mid_cost_next_step_only,score,,Studio Dentistico Morbegno
,Morbegno,medium,0.56,nurture,nurture_signal_ready,studiodentisticomorbegno.it,70,nurture_signal,ord_a7ba3ff1,high,nurture_signal,SO,not_applicable,79,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-070,,https://studiodentisticomorbegno.it/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Dentistico Morbegno
,Rho,weak,0.86,watchlist,,studiodentisticorho.it,71,,,medium,,MI,not_applicable,61,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-071,,https://studiodentisticorho.it/,watchlist_only,score,,Studio Dentistico Rho
,Legnano,medium,0.88,nurture,,studiodentisticolegnano.it,72,nurture_signal,,medium,,MI,not_applicable,72,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-072,,https://studiodentisticolegnano.it/,buy_low_or_mid_cost_next_step_only,score,,Studio Dentistico Legnano
,Legnano,medium,0.88,nurture,nurture_signal_ready,studiodentisticolegnano.it,72,nurture_signal,ord_af45e3e2,medium,nurture_signal,MI,not_applicable,72,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-072,,https://studiodentisticolegnano.it/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Dentistico Legnano
,Sesto San Giovanni,weak,0.52,watchlist,,studiodentisticosesto.it,73,,,medium,,MI,not_applicable,50,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-073,,https://studiodentisticosesto.it/,watchlist_only,score,,Studio Dentistico Sesto
,Cinisello Balsamo,strong,0.88,buy_deep_analysis,,studiodentisticocinisello.it,74,deep_analysis,,high,,MI,not_applicable,80,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-074,,https://studiodentisticocinisello.it/,buy_deep_analysis_then_consider_action_pack_if_deep_confirms,score,,Studio Dentistico Cinisello
,Cinisello Balsamo,strong,0.88,buy_deep_analysis,deep_analysis_ready,studiodentisticocinisello.it,74,deep_analysis,ord_8888abe4,high,deep_analysis,MI,not_applicable,80,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-074,,https://studiodentisticocinisello.it/,buy_deep_analysis_then_consider_action_pack_if_deep_confirms,purchase,,Studio Dentistico Cinisello
"score, confidence, quality and deep analysis gates passed",Cinisello Balsamo,strong,0.88,buy_deep_analysis,action_pack_ready,studiodentisticocinisello.it,74,deep_analysis,ord_5b254d3e,high,action_pack,MI,not_applicable,80,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-074,ord_8888abe4,https://studiodentisticocinisello.it/,buy_deep_analysis_then_consider_action_pack_if_deep_confirms,purchase,,Studio Dentistico Cinisello
,San Donato Milanese,weak,0.69,watchlist,,studiodentisticosandonato.it,75,,,medium,,MI,not_applicable,53,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-075,,https://studiodentisticosandonato.it/,watchlist_only,score,,Studio Dentistico San Donato
,Treviglio,medium,0.52,nurture,,studiodentisticotreviglio.it,76,nurture_signal,,high,,BG,not_applicable,77,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-076,,https://studiodentisticotreviglio.it/,buy_low_or_mid_cost_next_step_only,score,,Studio Dentistico Treviglio
,Treviglio,medium,0.52,nurture,nurture_signal_ready,studiodentisticotreviglio.it,76,nurture_signal,ord_f360f701,high,nurture_signal,BG,not_applicable,77,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-076,,https://studiodentisticotreviglio.it/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Dentistico Treviglio
,Seriate,medium,0.7,nurture,,studiodentisticoseriate.it,77,nurture_signal,,medium,,BG,not_applicable,65,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-077,,https://studiodentisticoseriate.it/,buy_low_or_mid_cost_next_step_only,score,,Studio Dentistico Seriate
,Seriate,medium,0.7,nurture,nurture_signal_ready,studiodentisticoseriate.it,77,nurture_signal,ord_36d5f9d0,medium,nurture_signal,BG,not_applicable,65,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-077,,https://studiodentisticoseriate.it/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Dentistico Seriate
,Dalmine,medium,0.88,nurture,,studiodentisticodalmine.it,78,nurture_signal,,medium,,BG,not_applicable,68,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-078,,https://studiodentisticodalmine.it/,buy_low_or_mid_cost_next_step_only,score,,Studio Dentistico Dalmine
,Dalmine,medium,0.88,nurture,nurture_signal_ready,studiodentisticodalmine.it,78,nurture_signal,ord_1402fa74,medium,nurture_signal,BG,not_applicable,68,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-078,,https://studiodentisticodalmine.it/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Dentistico Dalmine
,Romano di Lombardia,weak,0.87,watchlist,,studiodentisticoromano.it,79,,,medium,,BG,not_applicable,50,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-079,,https://studiodentisticoromano.it/,watchlist_only,score,,Studio Dentistico Romano
,Chiari,weak,0.53,watchlist,,studiodentisticochiari.it,80,,,medium,,BS,not_applicable,56,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-080,,https://studiodentisticochiari.it/,watchlist_only,score,,Studio Dentistico Chiari
,Desenzano del Garda,medium,0.52,nurture,,studiodentisticodesenzano.it,81,nurture_signal,,medium,,BS,not_applicable,67,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-081,,https://studiodentisticodesenzano.it/,buy_low_or_mid_cost_next_step_only,score,,Studio Dentistico Desenzano
,Desenzano del Garda,medium,0.52,nurture,nurture_signal_ready,studiodentisticodesenzano.it,81,nurture_signal,ord_8a1360a9,medium,nurture_signal,BS,not_applicable,67,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-081,,https://studiodentisticodesenzano.it/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Dentistico Desenzano
,Salo,weak,0.52,watchlist,,studiodentisticosalo.it,82,,,medium,,BS,not_applicable,57,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-082,,https://studiodentisticosalo.it/,watchlist_only,score,,Studio Dentistico Salo
,Gardone Val Trompia,medium,0.52,nurture,,studiodentisticogardone.it,83,nurture_signal,,medium,,BS,not_applicable,68,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-083,,https://studiodentisticogardone.it/,buy_low_or_mid_cost_next_step_only,score,,Studio Dentistico Gardone
,Gardone Val Trompia,medium,0.52,nurture,nurture_signal_ready,studiodentisticogardone.it,83,nurture_signal,ord_22ce3e52,medium,nurture_signal,BS,not_applicable,68,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-083,,https://studiodentisticogardone.it/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Dentistico Gardone
,Vigevano,medium,0.88,buy_deep_analysis,,studiodentisticovigevano.it,84,deep_analysis,,high,,PV,not_applicable,79,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-084,,https://studiodentisticovigevano.it/,buy_low_or_mid_cost_next_step_only,score,,Studio Dentistico Vigevano
,Vigevano,medium,0.88,buy_deep_analysis,deep_analysis_ready,studiodentisticovigevano.it,84,deep_analysis,ord_d4b771da,high,deep_analysis,PV,not_applicable,79,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-084,,https://studiodentisticovigevano.it/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Dentistico Vigevano
score below natural action threshold 80,Vigevano,medium,0.88,buy_deep_analysis,,studiodentisticovigevano.it,84,deep_analysis,,high,action_pack,PV,not_applicable,79,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-084,ord_d4b771da,https://studiodentisticovigevano.it/,buy_low_or_mid_cost_next_step_only,action_pack_not_bought,,Studio Dentistico Vigevano
,Voghera,medium,0.88,nurture,,studiodentisticovoghera.it,85,nurture_signal,,medium,,PV,not_applicable,72,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-085,,https://studiodentisticovoghera.it/,buy_low_or_mid_cost_next_step_only,score,,Studio Dentistico Voghera
,Voghera,medium,0.88,nurture,nurture_signal_ready,studiodentisticovoghera.it,85,nurture_signal,ord_2e146b1c,medium,nurture_signal,PV,not_applicable,72,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-085,,https://studiodentisticovoghera.it/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Dentistico Voghera
,Mortara,weak,0.63,watchlist,,studiodentisticomortara.it,86,,,medium,,PV,not_applicable,50,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-086,,https://studiodentisticomortara.it/,watchlist_only,score,,Studio Dentistico Mortara
,Gallarate,weak,0.54,watchlist,,studiodentisticogallarate.it,87,,,medium,,VA,not_applicable,63,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-087,,https://studiodentisticogallarate.it/,watchlist_only,score,,Studio Dentistico Gallarate
,Busto Arsizio,weak,0.61,watchlist,,studiodentisticobustoarsizio.it,88,,,medium,,VA,not_applicable,50,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-088,,https://studiodentisticobustoarsizio.it/,watchlist_only,score,,Studio Dentistico Busto Arsizio
,Saronno,medium,0.52,nurture,,studiodentisticosaronno.it,89,nurture_signal,,medium,,VA,not_applicable,74,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-089,,https://studiodentisticosaronno.it/,buy_low_or_mid_cost_next_step_only,score,,Studio Dentistico Saronno
,Saronno,medium,0.52,nurture,nurture_signal_ready,studiodentisticosaronno.it,89,nurture_signal,ord_72e4c31e,medium,nurture_signal,VA,not_applicable,74,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-089,,https://studiodentisticosaronno.it/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Dentistico Saronno
,Tradate,weak,0.88,watchlist,,studiodentisticotradate.it,90,,,medium,,VA,not_applicable,63,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-090,,https://studiodentisticotradate.it/,watchlist_only,score,,Studio Dentistico Tradate
,Cantu,weak,0.88,watchlist,,studiodentisticocantu.it,91,,,medium,,CO,not_applicable,51,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-091,,https://studiodentisticocantu.it/,watchlist_only,score,,Studio Dentistico Cantu
,Erba,medium,0.52,nurture,,studiodentisticoerba.it,92,nurture_signal,,medium,,CO,not_applicable,66,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-092,,https://studiodentisticoerba.it/,buy_low_or_mid_cost_next_step_only,score,,Studio Dentistico Erba
,Erba,medium,0.52,nurture,nurture_signal_ready,studiodentisticoerba.it,92,nurture_signal,ord_634d4c4e,medium,nurture_signal,CO,not_applicable,66,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-092,,https://studiodentisticoerba.it/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Dentistico Erba
,Mariano Comense,weak,0.52,watchlist,,studiodentisticomariano.it,93,,,medium,,CO,not_applicable,55,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-093,,https://studiodentisticomariano.it/,watchlist_only,score,,Studio Dentistico Mariano
,Desio,weak,0.86,watchlist,,studiodentisticodesio.it,94,,,medium,,MB,not_applicable,50,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-094,,https://studiodentisticodesio.it/,watchlist_only,score,,Studio Dentistico Desio
,Seregno,weak,0.87,watchlist,,studiodentisticoseregno.it,95,,,medium,,MB,not_applicable,55,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-095,,https://studiodentisticoseregno.it/,watchlist_only,score,,Studio Dentistico Seregno
,Vimercate,medium,0.7,nurture,,studiodentisticovimercate.it,96,nurture_signal,,medium,,MB,not_applicable,74,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-096,,https://studiodentisticovimercate.it/,buy_low_or_mid_cost_next_step_only,score,,Studio Dentistico Vimercate
,Vimercate,medium,0.7,nurture,nurture_signal_ready,studiodentisticovimercate.it,96,nurture_signal,ord_a506b36a,medium,nurture_signal,MB,not_applicable,74,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-096,,https://studiodentisticovimercate.it/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Dentistico Vimercate
,Monza,weak,0.83,watchlist,,centroodontoiatricobrianza.it,97,,,medium,,MB,not_applicable,58,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-097,,https://centroodontoiatricobrianza.it/,watchlist_only,score,,Centro Odontoiatrico Brianza
,Rozzano,medium,0.88,nurture,,studiodentisticorozzano.it,98,nurture_signal,,medium,,MI,not_applicable,71,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-098,,https://studiodentisticorozzano.it/,buy_low_or_mid_cost_next_step_only,score,,Studio Dentistico Rozzano
,Rozzano,medium,0.88,nurture,nurture_signal_ready,studiodentisticorozzano.it,98,nurture_signal,ord_b98084c3,medium,nurture_signal,MI,not_applicable,71,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-098,,https://studiodentisticorozzano.it/,buy_low_or_mid_cost_next_step_only,purchase,,Studio Dentistico Rozzano
,Corsico,weak,0.71,watchlist,,studiodentisticocorsico.it,99,,,medium,,MI,not_applicable,52,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-099,,https://studiodentisticocorsico.it/,watchlist_only,score,,Studio Dentistico Corsico
,Melegnano,weak,0.66,watchlist,,studiodentisticomelegnano.it,100,,,medium,,MI,not_applicable,50,target-discovery-100-dentists-lombardy-strength-routing-20260602-122911-1780396151-score-100,,https://studiodentisticomelegnano.it/,watchlist_only,score,,Studio Dentistico Melegnano
